disease_uid	entrezID	source	url
AID00007	57406	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/57406
AID00007	55937	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/55937
AID00007	7332	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7332
AID00041	1830	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1830
AID00041	113880	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/113880
AID00041	8987	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8987
AID00041	26281	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/26281
AID00041	352908	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/352908
AID00041	27074	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/27074
AID00041	79056	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/79056
AID00041	401884	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/401884
AID00041	6014	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6014
AID00041	342125	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/342125
AID00041	9026	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/9026
AID00041	23400	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/23400
AID00041	207105	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/207105
AID00041	140600	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/140600
AID00041	652	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/652
AID00041	81615	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/81615
AID00041	57805	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/57805
AID00041	56892	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/56892
AID00041	161145	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/161145
AID00041	56922	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/56922
AID00041	120892	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/120892
AID00041	27429	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/27429
AID00041	6622	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6622
AID00041	2643	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/2643
AID00041	80834	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/80834
AID00041	79780	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/79780
AID00041	9037	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/9037
AID00041	4001	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4001
AID00041	29761	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/29761
AID00041	64710	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/64710
AID00041	140862	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/140862
AID00041	65992	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/65992
AID00041	2580	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/2580
AID00041	119032	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/119032
AID00041	677662	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/677662
AID00041	254428	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/254428
AID00041	57568	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/57568
AID00041	170534	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/170534
AID00041	4948	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4948
AID00041	23208	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/23208
AID00041	10743	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10743
AID00041	85414	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/85414
AID00041	162540	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/162540
AID00041	22915	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/22915
AID00041	1586	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1586
AID00041	171025	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/171025
AID00041	60454	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/60454
AID00041	100631383	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/100631383
AID00041	10457	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10457
AID00041	154043	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/154043
AID00041	22926	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/22926
AID00041	7473	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7473
AID00041	126	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/126
AID00041	8398	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8398
AID00041	9627	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/9627
AID00041	6456	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6456
AID00041	55737	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/55737
AID00041	55974	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/55974
AID00041	2629	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/2629
AID00041	25793	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/25793
AID00041	56928	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/56928
AID00041	5072	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5072
AID00041	1620	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1620
AID00041	1740	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1740
AID00041	1305	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1305
AID00041	119467	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/119467
AID00041	5071	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5071
AID00041	8867	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8867
AID00041	63977	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/63977
AID00041	22876	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/22876
AID00041	6908	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6908
AID00041	11315	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/11315
AID00041	6720	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6720
AID00041	950	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/950
AID00041	57111	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/57111
AID00041	102723370	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/102723370
AID00041	100128977	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/100128977
AID00041	1394	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1394
AID00041	147081	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/147081
AID00041	102724307	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/102724307
AID00041	645206	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/645206
AID00041	9842	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/9842
AID00041	1981	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1981
AID00041	65018	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/65018
AID00041	9829	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/9829
AID00041	3119	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3119
AID00041	4576	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4576
AID00041	79832	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/79832
AID00041	54832	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/54832
AID00041	84286	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/84286
AID00041	6860	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6860
AID00041	1609	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1609
AID00041	8934	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8934
AID00041	100359403	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/100359403
AID00041	130013	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/130013
AID00041	4137	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4137
AID00041	683	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/683
AID00041	7345	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7345
AID00041	148811	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/148811
AID00041	6311	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6311
AID00041	84660	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/84660
AID00041	118980	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/118980
AID00041	114134	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/114134
AID00041	339105	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/339105
AID00041	4905	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4905
AID00041	100287944	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/100287944
AID00041	101929655	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/101929655
AID00041	9726	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/9726
AID00041	4929	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4929
AID00041	10295	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10295
AID00041	112755	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/112755
AID00041	23317	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/23317
AID00041	100616119	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/100616119
AID00041	26058	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/26058
AID00041	80169	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/80169
AID00041	10497	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10497
AID00041	22848	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/22848
AID00041	26228	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/26228
AID00041	152816	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/152816
AID00041	113879	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/113879
AID00041	3122	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3122
AID00041	27347	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/27347
AID00041	100129583	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/100129583
AID00041	8516	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8516
AID00041	54805	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/54805
AID00012	5334	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5334
AID00047	3702	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3702
AID00047	1493	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1493
AID00047	355	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/355
AID00047	331	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/331
AID00047	939	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/939
AID00047	4068	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4068
AID00047	356	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/356
AID00047	843	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/843
AID00029	10018	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10018
AID00029	2859	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/2859
AID00029	6925	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6925
AID00029	4485	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4485
AID00015	149233	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/149233
AID00015	50514	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/50514
AID00015	8986	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8986
AID00015	101928661	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/101928661
AID00015	79747	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/79747
AID00015	4049	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4049
AID00015	124460	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/124460
AID00015	1327	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1327
AID00015	8778	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8778
AID00015	114134	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/114134
AID00015	400757	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/400757
AID00015	337894	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/337894
AID00015	5071	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5071
AID00015	55509	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/55509
AID00015	388210	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/388210
AID00015	8767	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8767
AID00015	81861	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/81861
AID00015	1016	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1016
AID00015	3593	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3593
AID00015	9173	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/9173
AID00015	283234	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/283234
AID00015	144811	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/144811
AID00015	7096	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7096
AID00015	1540	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1540
AID00015	8809	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8809
AID00015	102723878	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/102723878
AID00015	64127	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/64127
AID00015	7097	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7097
AID00015	8807	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8807
AID00015	100499166	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/100499166
AID00015	10981	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10981
AID00015	9966	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/9966
AID00015	120892	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/120892
AID00016	5890	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5890
AID00016	3592	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3592
AID00016	4790	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4790
AID00016	8986	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8986
AID00016	7132	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7132
AID00016	3575	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3575
AID00016	941	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/941
AID00016	3133	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3133
AID00016	80117	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/80117
AID00016	23274	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/23274
AID00016	55876	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/55876
AID00016	730109	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/730109
AID00016	51300	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/51300
AID00016	124626	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/124626
AID00016	101928376	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/101928376
AID00016	643	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/643
AID00016	22806	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/22806
AID00016	3119	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3119
AID00016	7127	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7127
AID00016	4664	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4664
AID00016	5450	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5450
AID00016	84961	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/84961
AID00016	23228	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/23228
AID00016	3663	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3663
AID00016	6689	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6689
AID00016	10665	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10665
AID00016	23534	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/23534
AID00016	10454	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10454
AID00016	163486	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/163486
AID00016	56244	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/56244
AID00016	9844	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/9844
AID00016	6775	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6775
AID00016	9966	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/9966
AID00016	94103	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/94103
AID00016	3595	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3595
AID00043	199	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/199
AID00043	7124	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7124
AID00043	4049	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4049
AID00043	160335	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/160335
AID00043	4050	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4050
AID00043	2078	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/2078
AID00043	4795	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4795
AID00043	83592	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/83592
AID00043	100216001	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/100216001
AID00011	11136	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/11136
AID00011	9173	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/9173
AID00011	101927260	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/101927260
AID00011	1959	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1959
AID00011	338322	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/338322
AID00011	23274	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/23274
AID00011	10111	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10111
AID00011	65986	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/65986
AID00011	2720	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/2720
AID00011	1388	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1388
AID00011	7148	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7148
AID00011	7919	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7919
AID00011	3107	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3107
AID00011	2615	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/2615
AID00011	10212	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10212
AID00011	101927783	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/101927783
AID00011	339400	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/339400
AID00011	5089	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5089
AID00011	1591	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1591
AID00011	100302281	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/100302281
AID00011	100532737	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/100532737
AID00011	5203	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5203
AID00011	63940	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/63940
AID00011	8807	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8807
AID00011	4689	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4689
AID00011	284382	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/284382
AID00011	22891	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/22891
AID00011	3596	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3596
AID00011	5017	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5017
AID00011	151887	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/151887
AID00011	2312	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/2312
AID00011	8809	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8809
AID00011	11127	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/11127
AID00011	56946	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/56946
AID00011	84890	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/84890
AID00011	10665	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10665
AID00011	101927774	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/101927774
AID00011	84433	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/84433
AID00011	26496	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/26496
AID00028	5205	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/5205
AID00028	84991	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/84991
AID00028	116449	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/116449
AID00028	4948	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4948
AID00028	64375	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/64375
AID00028	101928822	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/101928822
AID00028	30811	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/30811
AID00028	3002	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3002
AID00028	10665	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10665
AID00028	219699	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/219699
AID00028	6821	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6821
AID00028	8635	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8635
AID00028	10766	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10766
AID00028	64094	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/64094
AID00028	246319	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/246319
AID00028	26191	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/26191
AID00028	1656	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1656
AID00028	53347	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/53347
AID00028	7299	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7299
AID00028	8924	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/8924
AID00028	1235	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1235
AID00028	148022	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/148022
AID00028	11116	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/11116
AID00028	55315	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/55315
AID00028	56244	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/56244
AID00028	4157	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/4157
AID00028	64072	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/64072
AID00028	80736	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/80736
AID00028	6506	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/6506
AID00028	60468	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/60468
AID00028	7038	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/7038
AID00028	23187	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/23187
AID00028	56660	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/56660
AID00028	3559	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3559
AID00028	1606	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1606
AID00028	3122	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3122
AID00028	10019	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/10019
AID00028	3107	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/3107
AID00028	941	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/941
AID00028	1017	NCBI Gene Keyword Search	http://www.ncbi.nlm.nih.gov/gene/1017
